timestamp,stage,treating_pressure_psi,casing_pressure_psi,hydrostatic_pressure_psi,stage_proppant,stage_clean_volume,stage_slurry_volume,clean_rate_bpm,slurry_rate_bpm,borehole_concentration,borehole_density,pump_rate_bpm,sand_concentration_ppg,proppant_lb_per_min,temperature_f,friction_factor,hydraulic_horsepower,fluid_phase,gel_rate,gel_viscosity,gel_ph,liquid_additive_1,liquid_additive_1_conc,liquid_additive_1_vol,liquid_additive_2,liquid_additive_2_conc,liquid_additive_2_vol,liquid_additive_3,liquid_additive_3_conc,liquid_additive_3_vol,event_flag
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.85,33.7,7.09,FR,0.72,64,BI,0.21,28,CI,0.13,12,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.91,28.9,7.27,FR,0.42,56,BI,0.11,11,CI,0.1,20,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.4,29.5,7.13,FR,0.44,106,BI,0.19,28,CI,0.17,19,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.85,34.8,7.05,FR,0.79,99,BI,0.11,39,CI,0.09,17,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.31,22.6,7.49,FR,0.69,53,BI,0.28,15,CI,0.15,18,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.47,35,7.06,FR,0.38,64,BI,0.19,37,CI,0.1,17,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.54,28.2,7.49,FR,0.33,68,BI,0.11,33,CI,0.18,10,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.59,41.9,7.33,FR,0.6,95,BI,0.28,33,CI,0.16,12,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.5,33.5,7.24,FR,0.35,84,BI,0.2,32,CI,0.06,17,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.31,22.1,7.15,FR,0.31,55,BI,0.25,21,CI,0.14,18,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.79,36.4,7.46,FR,0.66,60,BI,0.13,21,CI,0.14,17,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.6,44,7.49,FR,0.46,88,BI,0.11,17,CI,0.17,20,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.65,33.7,6.63,FR,0.53,54,BI,0.11,10,CI,0.06,13,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.34,40.6,6.67,FR,0.41,75,BI,0.14,30,CI,0.18,16,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.59,29.9,7.17,FR,0.6,113,BI,0.25,28,CI,0.12,12,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.11,41,7.25,FR,0.66,106,BI,0.24,15,CI,0.16,16,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.87,36.9,6.7,FR,0.8,92,BI,0.24,11,CI,0.08,17,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.92,29.6,7.04,FR,0.64,86,BI,0.1,26,CI,0.05,16,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.51,23.8,7.33,FR,0.42,104,BI,0.15,26,CI,0.1,10,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.79,42.7,6.8,FR,0.76,117,BI,0.1,23,CI,0.07,18,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.27,26,6.53,FR,0.42,81,BI,0.13,33,CI,0.19,14,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.05,22.5,7.31,FR,0.55,118,BI,0.17,13,CI,0.13,8,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.22,35.7,7.03,FR,0.57,105,BI,0.29,23,CI,0.08,20,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.68,37.4,6.83,FR,0.56,108,BI,0.28,12,CI,0.12,18,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.59,22.3,7.3,FR,0.62,117,BI,0.22,30,CI,0.06,15,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.81,36.8,7.31,FR,0.52,81,BI,0.25,22,CI,0.13,11,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.72,35.5,7.14,FR,0.42,95,BI,0.21,34,CI,0.12,19,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.57,28.6,7.47,FR,0.54,59,BI,0.22,38,CI,0.05,18,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.52,38.3,7.12,FR,0.4,77,BI,0.22,20,CI,0.11,12,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.78,35.8,6.86,FR,0.5,79,BI,0.19,10,CI,0.08,5,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.75,25.9,7.05,FR,0.46,53,BI,0.25,18,CI,0.16,19,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.53,20.8,7.47,FR,0.7,79,BI,0.27,27,CI,0.12,9,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.38,39.5,6.66,FR,0.48,94,BI,0.29,10,CI,0.09,8,start treatment
1/1/2026 6:00,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.61,36.3,6.61,FR,0.71,118,BI,0.2,15,CI,0.16,19,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.51,26.1,7.49,FR,0.64,91,BI,0.15,24,CI,0.19,10,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.42,32,6.53,FR,0.52,68,BI,0.18,31,CI,0.07,7,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.85,24.4,7.48,FR,0.67,113,BI,0.12,34,CI,0.06,18,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.8,44.5,7.44,FR,0.69,117,BI,0.26,30,CI,0.06,10,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.53,21.7,7.47,FR,0.63,120,BI,0.14,15,CI,0.06,13,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.22,22.4,7.21,FR,0.32,69,BI,0.27,14,CI,0.1,8,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.51,35.3,6.94,FR,0.56,117,BI,0.22,27,CI,0.14,13,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2,24.4,6.85,FR,0.49,112,BI,0.15,39,CI,0.12,6,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.75,44.8,7.08,FR,0.35,112,BI,0.14,20,CI,0.16,15,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.89,30.2,6.67,FR,0.51,75,BI,0.15,23,CI,0.12,19,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.26,20.2,7.49,FR,0.7,87,BI,0.17,31,CI,0.11,16,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.51,29.9,7.06,FR,0.35,79,BI,0.2,32,CI,0.12,8,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.75,24.4,6.94,FR,0.5,109,BI,0.27,13,CI,0.06,7,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.86,34.3,7.4,FR,0.36,112,BI,0.26,23,CI,0.14,11,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.28,38.6,6.91,FR,0.73,54,BI,0.22,28,CI,0.08,12,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.85,44.4,6.86,FR,0.8,73,BI,0.3,29,CI,0.13,16,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.39,24.5,6.59,FR,0.51,86,BI,0.2,15,CI,0.07,8,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.68,20.2,7.29,FR,0.56,54,BI,0.18,33,CI,0.07,16,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.54,42.8,7.15,FR,0.6,97,BI,0.28,28,CI,0.17,5,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.73,25.1,7.15,FR,0.75,80,BI,0.12,18,CI,0.19,12,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.9,31.5,6.85,FR,0.44,51,BI,0.16,13,CI,0.12,15,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.95,42.7,6.99,FR,0.73,56,BI,0.3,26,CI,0.14,19,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.54,21.4,7.37,FR,0.5,110,BI,0.21,21,CI,0.07,16,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.52,21.7,6.78,FR,0.49,54,BI,0.17,34,CI,0.17,7,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.64,22.6,7,FR,0.55,101,BI,0.29,11,CI,0.07,5,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.26,44.2,6.67,FR,0.68,79,BI,0.12,35,CI,0.2,7,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.08,24.2,7.02,FR,0.44,95,BI,0.28,30,CI,0.16,9,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.09,37.5,6.87,FR,0.43,71,BI,0.11,20,CI,0.18,15,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.61,26.1,7.06,FR,0.35,56,BI,0.12,24,CI,0.1,7,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.31,35.5,7.21,FR,0.68,87,BI,0.2,36,CI,0.09,18,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.78,20.2,7.23,FR,0.55,51,BI,0.11,30,CI,0.17,10,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.28,32.8,7.34,FR,0.73,77,BI,0.17,13,CI,0.14,20,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.04,24.9,7.5,FR,0.43,71,BI,0.15,26,CI,0.19,12,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.35,43,6.75,FR,0.65,115,BI,0.12,32,CI,0.11,8,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.79,44.4,6.79,FR,0.47,78,BI,0.28,34,CI,0.16,8,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.9,22.3,7.29,FR,0.38,61,BI,0.25,24,CI,0.06,13,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.97,40.2,7.27,FR,0.67,58,BI,0.14,17,CI,0.13,17,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.45,30.8,6.52,FR,0.73,98,BI,0.26,32,CI,0.12,6,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.36,29.2,6.68,FR,0.66,57,BI,0.29,32,CI,0.09,20,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.6,42.8,7.28,FR,0.5,68,BI,0.27,40,CI,0.1,15,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.74,33.2,7.15,FR,0.47,50,BI,0.13,16,CI,0.12,19,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.86,20.8,6.99,FR,0.3,81,BI,0.18,21,CI,0.07,14,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.41,34.8,7.37,FR,0.34,75,BI,0.19,28,CI,0.06,10,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.91,25.6,7.33,FR,0.58,100,BI,0.28,22,CI,0.15,7,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.57,30,7.05,FR,0.76,60,BI,0.12,14,CI,0.13,17,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.51,35,7.33,FR,0.7,110,BI,0.17,34,CI,0.13,19,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.49,37.3,6.76,FR,0.78,109,BI,0.11,33,CI,0.09,10,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.16,44.4,6.93,FR,0.64,50,BI,0.2,23,CI,0.14,18,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.76,27.3,7.33,FR,0.63,85,BI,0.14,19,CI,0.17,10,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.38,22.9,7.44,FR,0.55,101,BI,0.11,39,CI,0.07,6,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.62,31.2,7.1,FR,0.73,71,BI,0.19,14,CI,0.09,20,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.83,27.3,7.2,FR,0.33,117,BI,0.25,11,CI,0.15,16,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.92,29.7,7.18,FR,0.58,61,BI,0.28,27,CI,0.11,9,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.73,35.1,7.34,FR,0.32,114,BI,0.26,28,CI,0.15,13,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.63,41.7,6.83,FR,0.45,62,BI,0.2,36,CI,0.11,8,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.57,33.3,7.27,FR,0.47,111,BI,0.13,36,CI,0.16,15,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.64,33,7.19,FR,0.68,56,BI,0.27,28,CI,0.14,12,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.65,24,7.22,FR,0.53,52,BI,0.24,25,CI,0.07,20,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.96,40.1,6.65,FR,0.74,109,BI,0.16,34,CI,0.1,13,start treatment
1/1/2026 6:01,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.58,21.8,7.35,FR,0.63,94,BI,0.13,15,CI,0.07,17,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,1.51,39.5,7.28,FR,0.77,67,BI,0.14,25,CI,0.19,16,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.82,35.3,7.32,FR,0.41,112,BI,0.23,25,CI,0.09,18,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,1.55,44.3,7.24,FR,0.5,69,BI,0.25,22,CI,0.19,15,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,1.82,39.6,6.58,FR,0.46,105,BI,0.17,34,CI,0.1,7,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,pad,2.16,34.8,7.13,FR,0.55,96,BI,0.26,19,CI,0.16,14,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,flush,2.84,24.6,7.43,FR,0.52,60,BI,0.29,39,CI,0.18,10,start treatment
1/1/2026 6:02,1,6500,1170,514.8,12000,15000,18000,18,12,0,8.4,30,0,0,181.7,0.6,113,slurry,2.14,40.2,6.53,FR,0.67,77,BI,0.11,10,CI,0.1,9,start treatment
